,hour,generated_power,temperatureC,dewpointC,pressurehPa,wind_direction_degrees,wind_speed_KMH,wind_speed_gustKMH,Humidity,hourly_precipMM,daily_rainMM,solar_radiation_Watts_m2
14362,23,0,10,8,999,130,3,12,91,0,10,0
14363,4,0,8,7,1002,76,0,1,94,0,0,0
14364,5,0,8,7,1002,355,0,1,94,0,0,0
14365,6,0,7,7,1003,123,1,3,95,0,0,0
14366,7,111,7,6,1004,95,3,3,95,0,0,16
14367,8,929,9,8,1005,108,0,1,96,0,0,185
14368,9,926,11,9,1006,341,1,4,85,0,0,394
14369,10,2106,12,10,1007,318,6,14,84,0,0,272
14370,11,2265,13,9,1008,321,17,17,78,0,0,339
14371,12,1716,13,10,1008,259,9,12,81,0,0,271
14372,13,3943,14,10,1008,298,6,16,79,0,0,336
14373,14,4208,14,10,1009,260,14,17,77,0,0,703
14374,15,1977,15,11,1009,309,8,17,78,0,0,221
14375,16,1498,14,11,1009,321,9,20,79,0,0,169
14376,17,1339,14,11,1010,260,11,17,82,0,0,121
14377,18,964,13,11,1010,277,6,20,84,0,0,137
14378,19,217,12,10,1011,315,12,17,86,0,0,40
14379,21,0,12,10,1013,332,16,16,89,0,0,0
14380,22,0,12,10,1013,325,4,17,89,0,0,0
14381,23,0,12,10,1014,338,3,8,91,0,0,0
14382,0,0,11,10,1014,291,1,4,92,0,0,0
14383,1,0,11,10,1015,294,0,1,92,0,0,0
14384,2,0,11,10,1015,276,4,6,94,0,0,0
14385,3,0,11,10,1015,324,1,1,94,0,0,0
14386,4,0,11,10,1015,327,0,1,95,0,0,0
14387,5,0,11,10,1015,327,0,3,95,0,0,0
14388,6,0,10,10,1015,327,0,3,95,0,0,0
14389,7,130,10,9,1016,327,0,1,95,0,0,18
14390,8,568,10,10,1016,327,0,0,96,0,0,79
14391,9,1116,12,10,1017,259,1,6,92,0,0,216
14392,10,2100,13,10,1017,248,0,4,84,0,0,200
14393,11,2505,14,10,1017,341,8,8,76,0,0,304
14394,12,5142,15,10,1017,281,4,19,74,0,0,747
14395,13,5633,15,10,1017,220,3,20,73,0,0,860
14396,14,4909,15,10,1017,207,12,20,73,0,0,860
14397,15,3010,15,11,1017,219,8,20,74,0,0,724
14398,16,2202,14,11,1017,209,19,19,79,0,0,847
14399,17,1185,14,10,1017,222,6,22,74,0,0,359
14400,18,549,13,9,1017,213,16,19,77,0,0,88
14401,19,98,13,10,1018,175,6,14,82,0,0,11
14402,21,0,11,10,1018,190,9,25,91,1,1,0
14403,22,0,11,10,1017,185,9,20,89,0,1,0
14404,23,0,12,10,1017,189,4,24,89,0,1,0
14405,0,0,11,10,1017,188,12,25,92,0,0,0
14406,1,0,11,10,1017,165,14,25,95,0,0,0
14407,2,0,11,10,1016,196,4,25,95,0,1,0
14408,3,0,11,11,1016,229,4,20,96,0,1,0
14409,4,0,11,11,1016,215,16,19,96,1,2,0
14410,5,0,11,11,1016,205,3,9,96,0,3,0
14411,6,0,12,11,1016,235,4,6,96,0,3,0
14412,7,73,12,11,1016,229,1,3,96,0,3,11
14413,8,1065,12,11,1016,236,3,9,96,0,3,267
14414,9,1277,12,11,1016,259,4,6,93,0,3,181
14415,10,2810,13,12,1017,283,3,16,90,0,3,452
14416,11,3914,14,11,1017,257,3,14,86,0,3,786
14417,12,2015,14,11,1017,292,11,12,81,0,3,308
14418,13,3191,14,10,1017,305,12,19,77,0,3,399
14419,14,2400,14,10,1017,328,4,17,77,0,3,371
14420,15,1660,14,10,1016,248,3,16,79,0,3,257
14421,16,970,13,10,1016,271,11,16,81,0,3,148
14422,17,990,12,10,1016,260,4,11,87,0,3,146
14423,18,795,12,8,1016,171,3,12,77,0,3,128
14424,19,154,12,10,1016,271,9,14,81,0,3,25
14425,21,0,12,10,1017,254,2,11,89,0,3,0
14426,22,0,12,10,1018,286,6,14,88,0,3,0
14427,23,0,11,9,1017,271,6,8,86,0,3,0
14428,0,0,11,9,1018,267,4,11,87,0,0,0
14429,1,0,11,8,1018,273,3,6,84,0,0,0
14430,2,0,10,8,1018,276,0,1,88,0,0,0
14431,3,0,9,8,1017,276,0,1,91,0,0,0
14432,4,0,9,8,1018,138,0,3,93,0,0,0
14433,5,0,9,8,1018,139,1,4,94,0,0,0
14434,6,0,9,8,1018,131,3,6,94,0,0,0
14435,7,215,9,8,1019,179,4,9,93,0,0,44
14436,8,701,10,9,1019,104,6,11,90,0,0,250
14437,9,1458,12,10,1020,158,3,12,85,0,0,461
14438,10,3188,13,9,1020,196,9,14,78,0,0,737
14439,11,5546,14,9,1020,161,6,16,73,0,0,789
14440,12,5562,14,9,1020,232,11,20,69,0,0,831
14441,13,5642,15,10,1020,237,8,20,71,0,0,867
14442,14,4866,15,11,1020,219,9,14,74,0,0,819
14443,15,2631,15,11,1019,233,9,17,72,0,0,747
14444,16,1273,15,8,1019,204,22,29,64,0,0,626
14445,17,1485,15,9,1019,238,14,20,68,0,0,475
14446,18,1136,14,9,1019,235,14,25,70,0,0,274
14447,19,261,14,10,1019,199,9,22,75,0,0,63
14448,21,0,13,10,1019,134,8,19,80,0,0,0
14449,22,0,13,10,1020,196,6,20,81,0,0,0
14450,23,0,13,11,1021,188,8,14,85,0,0,0
14451,0,0,13,11,1021,167,4,14,86,0,0,0
14452,1,0,12,10,1021,115,4,14,86,0,0,0
14453,2,0,12,10,1021,130,8,16,88,0,0,0
14454,3,0,12,10,1021,152,8,12,87,0,0,0
14455,4,0,12,10,1021,122,8,16,86,0,0,0
14456,5,0,12,9,1021,131,17,22,83,0,0,0
14457,6,0,12,8,1021,134,14,16,81,0,0,0
14458,7,252,12,8,1022,164,11,12,79,0,0,39
14459,8,825,13,8,1022,138,11,19,75,0,0,102
14460,9,1123,14,8,1022,183,11,20,68,0,0,431
14461,10,3580,16,10,1023,215,4,20,66,0,0,587
14462,11,4569,18,11,1023,194,8,11,64,0,0,715
14463,12,5283,18,12,1022,280,6,19,67,0,0,795
14464,13,5363,19,12,1022,263,14,20,65,0,0,856
14465,14,4734,18,12,1022,245,16,20,68,0,0,823
14466,15,2690,18,12,1022,244,12,22,67,0,0,759
14467,16,1271,18,12,1022,277,17,17,67,0,0,642
14468,17,1559,18,12,1021,269,14,16,66,0,0,471
14469,18,1130,17,12,1022,278,11,14,71,0,0,287
14470,19,273,17,12,1022,333,3,9,74,0,0,81
14471,21,0,15,12,1022,44,3,3,85,0,0,0
14472,22,0,15,12,1022,41,1,4,85,0,0,0
14473,23,0,14,12,1022,18,1,1,86,0,0,0
14474,0,0,13,11,1022,19,0,1,88,0,0,0
14475,1,0,12,11,1021,19,0,1,89,0,0,0
14476,2,0,12,11,1021,111,1,3,91,0,0,0
14477,3,0,12,10,1020,104,3,4,91,0,0,0
14478,4,0,11,10,1020,122,1,3,93,0,0,0
14479,5,0,11,10,1020,122,0,1,93,0,0,0
14480,6,0,10,10,1020,107,1,4,94,0,0,0
14481,7,212,11,10,1020,123,11,11,94,0,0,47
14482,8,649,14,11,1020,138,3,9,84,0,0,237
14483,9,904,16,12,1020,126,14,14,77,0,0,406
14484,10,3493,19,12,1020,72,4,16,67,0,0,605
14485,11,4545,22,12,1020,167,8,14,53,0,0,729
14486,12,5352,24,11,1020,169,19,19,45,0,0,816
14487,13,5382,23,10,1019,224,16,22,44,0,0,858
14488,14,4781,23,11,1019,223,12,30,47,0,0,842
14489,15,2617,22,11,1019,237,4,20,48,0,0,761
14490,16,1276,22,11,1019,268,16,17,52,0,0,633
14491,17,1580,21,10,1019,269,12,12,51,0,0,471
14492,18,1108,21,11,1019,285,3,6,54,0,0,283
14493,19,236,19,10,1019,336,3,8,54,0,0,67
14494,21,0,16,11,1020,334,1,9,68,0,0,0
14495,22,0,16,10,1020,346,0,3,71,0,0,0
14496,23,0,15,11,1020,34,0,3,73,0,0,0
14497,0,0,15,11,1020,34,0,0,76,0,0,0
14498,1,0,14,10,1020,341,0,4,81,0,0,0
14499,2,0,13,10,1019,331,0,4,82,0,0,0
14500,3,0,13,10,1019,360,0,3,84,0,0,0
14501,4,0,12,10,1019,15,1,4,84,0,0,0
14502,5,0,12,10,1018,113,1,4,87,0,0,0
14503,6,0,11,9,1018,113,1,3,88,0,0,0
14504,7,213,12,10,1018,59,3,3,88,0,0,42
14505,8,497,12,10,1019,40,3,3,85,0,0,97
14506,9,1525,15,11,1019,355,1,6,77,0,0,475
14507,10,3718,18,11,1018,355,3,8,66,0,0,661
14508,11,4187,20,12,1018,294,3,12,61,0,0,712
14509,12,4019,19,13,1018,321,12,16,71,0,0,626
14510,13,3926,19,11,1018,309,12,17,61,0,0,617
14511,14,4286,18,14,1017,332,12,22,75,0,0,773
14512,15,3800,18,14,1017,318,9,22,77,0,0,858
14513,16,1739,18,14,1016,336,16,20,76,0,0,308
14514,17,824,17,13,1016,317,9,16,77,0,0,151
14515,18,669,17,13,1016,319,8,14,80,0,0,118
14516,19,368,17,13,1015,332,4,8,81,0,0,91
14517,21,0,17,13,1016,5,1,1,83,0,0,0
14518,22,0,16,13,1015,5,0,0,85,0,0,0
14519,23,0,16,13,1015,30,1,1,85,0,0,0
14520,0,0,16,13,1015,79,3,3,86,0,0,0
14521,1,0,16,13,1015,127,1,6,85,0,0,0
14522,2,0,16,13,1014,137,3,6,84,0,0,0
14523,3,0,15,13,1014,112,1,6,85,0,0,0
14524,4,0,15,13,1014,111,3,4,85,0,0,0
14525,5,0,16,13,1014,163,1,12,82,0,0,0
14526,6,0,16,12,1014,112,1,9,80,0,0,0
14527,7,273,17,12,1014,121,4,12,73,0,0,37
14528,8,745,19,12,1014,132,6,22,61,0,0,214
14529,9,1080,21,12,1014,142,6,19,55,0,0,418
14530,10,3467,23,12,1014,72,4,24,51,0,0,598
14531,11,4399,25,12,1014,72,14,22,47,0,0,714
14532,12,4874,26,12,1013,184,3,20,44,0,0,733
14533,13,4939,26,11,1013,133,22,22,39,0,0,784
14534,14,4204,27,11,1013,110,19,22,36,0,0,773
14535,15,2533,27,11,1012,107,12,25,36,0,0,519
14536,16,1562,26,13,1012,314,17,17,45,0,0,489
14537,17,2186,24,12,1012,322,20,25,47,0,0,506
14538,18,1186,25,12,1012,345,3,16,47,0,0,285
14539,19,392,24,12,1012,330,4,19,50,0,0,90
14540,21,0,20,14,1013,197,4,6,69,0,0,0
14541,22,0,19,15,1013,190,6,9,73,0,0,0
14542,23,0,20,14,1013,154,3,12,67,0,0,0
14543,0,0,20,13,1013,142,4,9,62,0,0,0
14544,1,0,20,12,1013,136,1,6,60,0,0,0
14545,2,0,19,12,1013,131,1,4,63,0,0,0
14546,3,0,18,12,1013,112,1,4,70,0,0,0
14547,4,0,18,12,1013,98,1,1,70,0,0,0
14548,5,0,18,11,1012,128,1,9,66,0,0,0
14549,6,0,17,11,1013,111,1,6,69,0,0,0
14550,7,177,17,11,1013,91,4,4,68,0,0,28
14551,8,458,17,11,1013,119,1,17,67,0,0,72
14552,9,777,17,11,1013,98,3,6,68,0,0,123
14553,10,965,19,12,1013,172,4,14,62,0,0,149
14554,11,1629,20,12,1013,41,6,11,60,0,0,258
14555,12,1975,21,11,1013,123,11,22,56,0,0,302
14556,13,2234,18,13,1015,240,9,38,74,0,0,316
14557,14,841,16,14,1016,188,11,20,88,0,0,120
14558,15,458,16,15,1015,130,8,9,92,0,1,69
14559,16,646,16,15,1014,67,9,22,91,0,2,100
14560,17,792,17,15,1013,127,14,16,86,0,2,121
14561,18,970,18,15,1013,167,9,14,79,0,2,185
14562,19,283,18,14,1013,122,3,6,79,0,2,51
14563,21,0,16,14,1015,5,0,1,86,0,2,0
14564,22,0,16,13,1016,127,4,6,86,0,2,0
14565,23,0,16,13,1015,119,1,3,84,0,2,0
14566,0,0,16,13,1016,132,4,11,84,0,0,0
14567,1,0,16,13,1015,33,3,6,85,0,0,0
14568,2,0,16,13,1015,36,0,3,85,0,0,0
14569,3,0,15,13,1014,52,1,3,84,0,0,0
14570,4,0,15,13,1014,83,4,9,85,0,0,0
14571,5,0,15,12,1014,92,1,4,84,0,0,0
14572,6,0,15,12,1014,59,4,11,81,0,0,0
14573,7,168,15,12,1014,43,1,4,81,0,0,28
14574,8,903,15,13,1014,46,3,6,84,0,0,153
14575,9,1475,17,13,1014,22,8,12,77,0,0,352
14576,10,2726,20,14,1014,82,1,6,69,0,0,425
14577,11,2090,21,13,1014,60,6,6,63,0,0,332
14578,12,4111,22,13,1014,121,0,6,59,0,0,724
14579,13,1114,20,15,1014,293,6,14,73,0,0,183
14580,14,2126,19,15,1014,315,9,16,80,0,0,357
14581,15,3138,19,15,1013,340,17,24,77,0,0,770
14582,16,1466,20,15,1013,355,4,17,72,0,0,260
14583,17,1543,21,15,1013,323,12,22,67,0,0,366
14584,18,1075,19,14,1013,325,19,19,71,0,0,258
14585,19,455,18,13,1013,342,3,17,75,0,0,100
14586,21,0,14,12,1014,317,8,16,88,0,0,0
14587,22,0,14,12,1015,349,1,4,89,0,0,0
14588,23,0,14,12,1014,344,4,6,90,0,0,0
14589,0,0,14,12,1014,99,0,1,91,0,0,0
14590,1,0,14,12,1015,125,3,4,89,0,0,0
14591,2,0,14,12,1014,329,1,3,90,0,0,0
14592,3,0,13,12,1014,46,0,3,92,0,0,0
14593,4,0,14,12,1014,5,0,4,91,0,0,0
14594,5,0,14,12,1014,81,0,3,90,0,0,0
14595,6,0,14,12,1014,47,0,1,88,0,0,0
14596,7,303,15,13,1015,101,3,9,86,0,0,54
14597,8,796,18,13,1015,128,4,11,74,0,0,199
14598,9,1205,20,13,1016,46,6,14,67,0,0,320
14599,10,3068,22,15,1016,144,3,14,63,0,0,543
14600,11,4320,24,15,1015,75,9,12,57,0,0,712
14601,12,5064,25,14,1015,96,0,14,49,0,0,805
14602,13,4945,26,15,1014,275,12,14,50,0,0,826
14603,14,4354,23,16,1014,272,11,19,61,0,0,805
14604,15,2733,24,15,1014,310,19,20,56,0,0,726
14605,16,1551,24,13,1014,5,9,17,51,0,0,612
14606,17,1581,23,14,1014,325,9,19,56,0,0,444
14607,18,1024,22,15,1014,342,6,9,65,0,0,243
14608,19,348,21,15,1014,333,4,8,66,0,0,79
14609,21,0,18,14,1015,264,0,3,80,0,0,0
14610,22,0,17,14,1015,340,1,4,81,0,0,0
14611,23,0,17,15,1015,341,0,1,82,0,0,0
14612,0,0,17,15,1014,5,0,3,83,0,0,0
14613,1,0,17,15,1014,323,4,4,85,0,0,0
14614,2,0,16,15,1014,17,0,1,88,0,0,0
14615,3,0,16,14,1014,17,0,1,87,0,0,0
14616,4,0,16,14,1014,339,0,3,88,0,0,0
14617,5,0,16,14,1014,12,3,3,89,0,0,0
14618,6,0,15,13,1014,76,0,4,88,0,0,0
14619,7,290,16,13,1014,355,3,8,85,0,0,49
14620,8,812,17,14,1015,344,1,3,81,0,0,211
14621,9,1206,20,15,1015,329,6,14,73,0,0,397
14622,10,3265,22,16,1015,351,3,9,70,0,0,566
14623,11,4206,24,16,1015,260,1,8,64,0,0,694
14624,12,4903,24,17,1015,330,6,14,62,0,0,779
14625,13,5017,23,15,1015,264,6,17,61,0,0,826
14626,14,4452,19,14,1015,29,14,20,72,0,0,803
14627,15,2721,19,14,1014,311,24,24,74,0,0,729
14628,16,1583,20,15,1014,322,9,19,72,0,0,610
14629,17,1648,20,14,1014,321,6,24,67,0,0,452
14630,18,1087,20,13,1014,283,12,22,67,0,0,271
14631,19,348,18,13,1014,268,3,20,75,0,0,90
14632,21,0,15,13,1015,277,1,8,86,0,0,0
14633,22,0,14,12,1016,13,6,12,88,0,0,0
14634,23,0,14,12,1016,317,6,12,88,0,0,0
14635,0,0,14,12,1016,279,6,14,89,0,0,0
14636,1,0,13,12,1016,315,0,6,90,0,0,0
14637,2,0,13,12,1015,279,0,1,90,0,0,0
14638,3,0,13,11,1015,278,1,3,90,0,0,0
14639,4,0,13,12,1016,286,1,4,90,0,0,0
14640,5,0,13,12,1016,269,0,3,90,0,0,0
14641,6,0,13,11,1016,246,3,3,91,0,0,0
14642,7,286,13,12,1017,202,1,8,90,0,0,47
14643,8,891,14,12,1018,88,1,6,90,0,0,227
14644,9,1277,16,13,1018,81,3,3,85,0,0,415
14645,10,3500,17,13,1018,268,3,8,77,0,0,598
14646,11,4567,18,13,1018,271,4,9,76,0,0,731
14647,12,5262,20,13,1018,262,4,12,68,0,0,821
14648,13,5372,21,13,1018,288,12,19,62,0,0,865
14649,14,4721,20,13,1017,18,6,37,66,0,0,842
14650,15,2630,21,13,1016,304,16,27,64,0,0,777
14651,16,1460,21,13,1016,331,25,25,64,0,0,652
14652,17,1605,20,13,1016,340,9,29,66,0,0,492
14653,18,1158,20,13,1016,290,8,27,66,0,0,306
14654,19,304,19,12,1016,296,11,22,67,0,0,100
14655,21,0,15,11,1017,324,8,17,75,0,0,0
14656,22,0,15,11,1018,327,4,12,75,0,0,0
14657,23,0,14,10,1018,5,8,16,76,0,0,0
14658,0,0,14,10,1018,327,8,11,77,0,0,0
14659,1,0,13,8,1018,325,12,14,75,0,0,0
14660,2,0,12,8,1018,315,6,9,76,0,0,0
14661,3,0,12,8,1017,314,4,9,77,0,0,0
14662,4,0,11,8,1017,341,4,14,79,0,0,0
14663,5,0,11,7,1017,355,4,8,79,0,0,0
14664,6,0,11,7,1017,355,3,4,80,0,0,0
14665,7,383,12,8,1017,355,6,14,77,0,0,72
14666,8,829,13,8,1018,22,4,9,74,0,0,271
14667,9,1108,16,10,1017,333,4,9,70,0,0,459
14668,10,3674,18,11,1017,338,8,12,65,0,0,608
14669,11,4500,20,12,1017,335,8,16,59,0,0,735
14670,12,5310,20,12,1016,317,12,19,63,0,0,821
14671,13,5354,20,11,1016,247,16,22,58,0,0,856
14672,14,4588,19,11,1016,273,9,22,58,0,0,837
14673,15,2552,20,11,1015,284,6,19,58,0,0,763
14674,16,1535,19,11,1015,344,8,20,62,0,0,643
14675,17,1645,18,12,1015,293,8,20,68,0,0,485
14676,18,1171,16,12,1016,325,9,20,74,0,0,301
14677,19,314,14,11,1016,351,9,25,81,0,0,93
14678,21,0,12,11,1017,341,8,19,88,0,0,0
14679,22,0,12,10,1018,264,6,20,88,0,0,0
14680,23,0,12,10,1018,351,14,14,88,0,0,0
14681,0,0,12,10,1018,317,8,16,89,0,0,0
14682,1,0,11,10,1018,328,1,6,90,0,0,0
14683,2,0,11,10,1017,309,4,4,90,0,0,0
14684,3,0,11,10,1017,292,0,4,91,0,0,0
14685,4,0,11,10,1016,343,1,4,90,0,0,0
14686,5,0,12,10,1016,26,0,1,90,0,0,0
14687,6,0,11,11,1016,177,4,6,93,0,0,0
14688,7,113,12,11,1016,209,3,6,93,0,0,14
14689,8,270,12,11,1016,215,4,9,94,0,0,47
14690,9,1615,12,11,1017,355,8,19,92,0,0,258
14691,10,1370,13,10,1017,19,6,17,84,0,0,223
14692,11,1149,13,10,1017,355,8,16,80,0,0,185
14693,12,3891,15,8,1017,346,14,16,68,0,0,652
14694,13,4874,15,10,1016,342,17,29,71,0,1,729
14695,14,5239,15,8,1016,15,19,27,66,0,1,236
14696,15,2850,15,8,1016,313,27,30,63,0,1,772
14697,16,1627,14,6,1015,332,27,32,59,0,1,673
14698,17,1022,14,5,1015,314,14,38,53,0,1,178
14699,18,1673,14,8,1015,318,8,29,66,0,1,376
14700,19,442,13,7,1015,340,19,32,71,0,1,109
14701,21,0,11,8,1015,323,12,19,78,0,1,0
14702,22,0,11,7,1015,302,14,17,77,0,1,0
14703,23,0,11,7,1015,355,8,14,78,0,1,0
14704,0,0,10,7,1014,336,1,9,79,0,0,0
14705,1,0,10,7,1014,331,6,8,79,0,0,0
14706,2,0,10,7,1014,332,6,12,81,0,0,0
14707,3,0,10,7,1013,321,4,6,83,0,0,0
14708,4,0,10,7,1013,331,0,1,85,0,0,0
14709,5,0,10,7,1012,346,0,8,85,0,0,0
14710,6,0,10,7,1012,325,0,3,86,0,0,0
14711,7,390,10,8,1012,134,0,1,86,0,0,76
14712,8,998,12,8,1012,94,1,4,78,0,0,271
14713,9,838,12,7,1012,342,3,4,72,0,0,141
14714,10,2315,12,7,1012,284,4,6,73,0,0,153
14715,11,5457,13,7,1012,211,4,19,67,0,0,831
14716,12,5324,13,7,1011,196,6,20,69,0,0,288
14717,13,5822,14,7,1011,219,9,20,66,0,0,930
14718,14,4936,14,6,1011,194,11,19,60,0,0,895
14719,15,2706,14,7,1010,289,17,25,61,0,0,578
14720,16,1598,12,7,1010,259,12,17,72,0,0,251
14721,17,1248,11,7,1010,182,3,24,75,0,0,200
14722,18,352,11,7,1010,192,8,9,80,0,0,53
14723,19,68,9,8,1009,246,4,14,89,2,2,11
14724,21,0,9,8,1009,205,4,4,91,2,5,0
14725,22,0,9,8,1009,202,1,1,89,0,5,0
14726,23,0,9,8,1009,182,1,3,92,1,9,0
14727,0,0,9,7,1009,213,4,8,89,0,0,0
14728,1,0,9,8,1008,156,3,8,90,0,0,0
14729,2,0,9,8,1008,234,1,6,92,9,0,0
14730,3,0,9,7,1008,196,0,6,91,0,1,0
14731,4,0,9,7,1008,187,6,6,90,0,3,0
14732,5,0,9,8,1008,186,1,6,92,0,4,0
14733,6,0,9,7,1008,13,4,9,89,1,8,0
14734,7,141,9,7,1009,306,11,14,87,0,9,19
14735,8,316,9,7,1010,325,4,20,84,0,9,53
14736,9,956,11,7,1010,240,8,16,79,0,9,146
14737,10,4394,11,7,1010,263,19,33,76,0,9,766
14738,11,4713,11,6,1012,327,9,33,70,0,9,501
14739,12,5035,12,7,1012,300,14,29,71,0,9,976
14740,13,5702,10,7,1012,317,12,29,80,1,10,178
14741,14,2781,10,6,1013,269,17,17,80,0,10,285
14742,15,2814,12,7,1013,240,16,25,70,0,10,195
14743,16,1772,12,6,1013,288,14,24,67,0,11,408
14744,17,1773,12,6,1013,274,6,22,65,0,11,547
14745,18,517,11,7,1013,240,4,22,73,0,11,102
14746,19,172,11,6,1013,267,9,29,68,0,11,37
14747,21,0,9,6,1014,148,1,4,86,0,15,0
14748,22,0,9,6,1014,265,0,12,85,0,16,0
14749,23,0,9,7,1015,309,4,4,87,0,16,0
14750,0,0,8,7,1014,142,3,6,90,0,0,0
14751,1,0,8,7,1014,141,3,8,91,2,1,0
14752,2,0,8,6,1014,130,6,19,90,0,1,0
14753,3,0,7,6,1014,111,1,11,91,0,1,0
14754,4,0,7,6,1014,111,1,4,93,0,1,0
14755,5,0,7,6,1014,146,9,14,91,0,1,0
14756,6,0,7,6,1014,124,4,16,92,0,2,0
14757,7,256,8,6,1014,142,4,12,92,0,2,39
14758,8,1023,8,7,1014,142,12,12,92,0,2,176
14759,9,1690,9,7,1015,130,8,12,88,0,2,239
14760,10,2058,10,8,1015,177,8,16,87,0,2,295
14761,11,3585,13,8,1016,178,6,14,76,0,2,1007
14762,12,465,12,7,1016,225,9,12,74,0,2,72
14763,13,1923,11,8,1016,303,6,11,84,0,2,283
14764,14,5231,13,8,1016,226,4,9,76,0,2,766
14765,15,1142,13,8,1016,257,6,11,74,0,2,167
14766,16,1451,13,9,1015,277,6,20,74,0,2,237
14767,17,2014,13,8,1015,36,17,25,72,0,2,471
14768,18,1249,13,8,1016,291,12,32,77,0,2,313
14769,19,348,13,8,1016,325,19,20,74,0,2,105
14770,21,0,11,8,1016,350,3,9,79,0,2,0
14771,22,0,11,7,1017,317,6,8,81,0,2,0
14772,23,0,10,7,1017,346,0,4,83,0,2,0
14773,0,0,10,7,1017,5,4,6,83,0,0,0
14774,1,0,9,7,1017,344,1,1,85,0,0,0
14775,2,0,9,7,1017,346,4,6,86,0,0,0
14776,3,0,8,6,1016,327,4,6,88,0,0,0
14777,4,0,8,6,1016,28,3,4,88,0,0,0
14778,5,0,8,6,1016,333,3,8,86,0,0,0
14779,6,0,7,5,1016,340,1,4,86,0,0,0
14780,7,488,8,5,1017,28,3,4,84,0,0,81
14781,8,1059,9,6,1017,5,3,8,78,0,0,292
14782,9,1496,11,6,1018,35,4,11,73,0,0,485
14783,10,3921,12,4,1018,323,4,17,57,0,0,650
14784,11,5109,14,5,1018,348,4,16,56,0,0,773
14785,12,4869,14,6,1017,261,14,14,59,0,0,847
14786,13,5647,15,6,1017,342,12,16,55,0,0,879
14787,14,4923,14,4,1017,326,19,29,52,0,0,879
14788,15,2967,14,2,1017,315,19,20,43,0,0,800
14789,16,1626,14,5,1017,254,27,29,57,0,0,657
14790,17,2330,13,6,1017,327,20,25,62,0,0,566
14791,18,1284,13,6,1016,248,1,20,63,0,0,325
14792,19,311,12,6,1016,279,14,16,67,0,0,63
14793,21,0,12,7,1017,294,4,6,72,0,0,0
14794,22,0,11,7,1017,261,0,4,73,0,0,0
14795,23,0,12,7,1016,217,4,8,72,0,0,0
14796,0,0,12,7,1016,210,4,9,73,0,0,0
14797,1,0,11,7,1016,139,4,6,77,0,0,0
14798,2,0,11,7,1016,192,4,8,81,0,0,0
14799,3,0,10,8,1015,160,3,11,85,0,0,0
14800,4,0,10,8,1015,160,1,8,88,1,0,0
14801,5,0,10,8,1015,153,1,12,90,0,0,0
14802,6,0,10,8,1015,157,9,12,88,0,1,0
14803,7,99,10,8,1015,180,3,12,87,0,1,14
14804,8,271,10,8,1016,169,8,20,90,0,1,39
14805,9,1178,11,9,1016,151,6,17,89,0,1,179
14806,10,3698,13,10,1016,184,8,16,82,0,1,411
14807,11,4040,14,10,1016,190,8,20,75,0,1,759
14808,12,2354,14,9,1017,234,4,19,73,0,1,339
14809,13,4675,15,10,1017,307,12,19,70,0,1,684
14810,14,3336,15,10,1017,200,9,17,70,0,1,578
14811,15,1945,15,10,1017,284,9,12,72,0,1,295
14812,16,1990,15,10,1017,280,4,17,73,0,1,359
14813,17,1844,15,10,1017,300,4,12,73,0,1,366
14814,18,969,14,10,1018,259,3,11,76,0,1,178
14815,19,431,14,11,1018,321,6,8,80,0,1,74
14816,21,0,13,11,1019,325,9,12,84,0,1,0
14817,22,0,13,11,1019,312,3,4,86,0,1,0
14818,23,0,12,11,1020,351,9,12,90,0,1,0
14819,0,0,12,11,1020,336,1,6,90,0,0,0
14820,1,0,12,11,1019,355,4,8,90,0,0,0
14821,2,0,12,11,1019,336,1,4,90,0,0,0
14822,3,0,12,11,1019,355,0,3,90,0,0,0
14823,4,0,12,11,1019,355,1,4,91,0,0,0
14824,5,0,12,11,1018,346,0,1,92,0,0,0
14825,6,0,12,11,1018,331,0,6,93,0,0,0
14826,7,134,12,12,1018,336,3,4,94,0,0,19
14827,8,476,13,12,1018,341,6,9,94,0,0,70
14828,9,1148,13,12,1019,337,1,14,90,0,0,171
14829,10,1467,14,12,1018,346,3,11,85,0,0,176
14830,11,4488,17,12,1018,286,9,16,72,0,0,712
14831,12,5201,17,12,1017,341,8,24,74,0,0,756
14832,13,5214,18,11,1017,16,11,22,63,0,0,884
14833,14,5267,18,10,1016,322,24,27,63,0,0,946
14834,15,2956,18,10,1016,298,6,27,61,0,0,786
14835,16,1736,19,11,1015,327,12,16,58,0,0,661
14836,17,2125,19,11,1015,320,16,22,59,0,0,501
14837,18,1237,19,10,1015,333,19,29,56,0,0,327
14838,19,383,18,10,1015,355,12,19,61,0,0,123
14839,20,49,17,10,1015,335,9,22,63,0,0,11
14840,21,0,16,9,1015,347,14,19,63,0,0,0
14841,22,0,15,9,1016,329,4,12,67,0,0,0
14842,23,0,15,7,1015,331,6,16,61,0,0,0
14843,0,0,14,7,1015,360,9,14,62,0,0,0
14844,1,0,14,7,1015,69,4,6,65,0,0,0
14845,2,0,15,7,1015,68,1,12,60,0,0,0
14846,3,0,14,7,1015,81,0,12,60,0,0,0
14847,4,0,13,6,1015,72,4,12,62,0,0,0
14848,5,0,12,4,1015,114,11,19,57,0,0,0
14849,6,0,12,3,1016,67,22,33,55,0,0,0
14850,7,502,12,3,1016,101,11,16,54,0,0,104
