,hour,generated_power,temperatureC,dewpointC,pressurehPa,wind_direction_degrees,wind_speed_KMH,wind_speed_gustKMH,Humidity,hourly_precipMM,daily_rainMM,solar_radiation_Watts_m2
0,0,0,11,8,1021,143,0,20,83,0,0,0
1,1,0,11,8,1021,130,4,6,81,0,0,0
2,2,0,11,7,1020,121,0,6,80,0,0,0
3,3,0,11,7,1018,117,12,17,77,0,0,0
4,4,0,11,7,1018,117,0,17,77,0,0,0
5,5,0,12,8,1017,130,0,14,76,0,0,0
6,6,0,14,10,1015,115,6,33,76,0,0,0
7,8,137,13,11,1015,141,14,30,90,0,0,23
8,9,274,14,12,1014,144,8,32,88,0,0,46
9,10,60,13,12,1013,166,6,27,93,3,5,7
10,11,384,13,12,1013,154,6,29,94,2,10,58
11,12,388,13,12,1013,253,1,19,95,2,14,53
12,13,537,14,13,1014,265,4,12,95,0,14,88
13,14,514,14,10,1014,273,14,30,72,0,14,77
14,15,379,14,10,1015,257,14,27,75,0,14,60
15,16,281,14,10,1015,296,8,25,75,0,14,44
16,21,0,12,8,1019,265,3,14,81,0,15,0
17,22,0,11,8,1019,270,0,19,84,0,15,0
18,23,0,11,9,1019,242,0,16,84,0,15,0
19,0,0,10,9,1019,275,4,6,91,0,0,0
20,1,0,11,8,1019,269,0,3,87,0,0,0
21,2,0,10,8,1020,267,0,11,84,0,0,0
22,3,0,11,8,1020,275,11,12,83,0,0,0
23,4,0,11,8,1020,265,4,11,79,0,0,0
24,5,0,11,6,1021,280,6,16,70,0,0,0
25,6,0,11,7,1021,281,0,0,80,0,0,0
26,8,242,9,8,1022,248,0,0,88,0,1,28
27,9,239,10,8,1023,165,6,8,88,0,1,135
28,10,883,11,9,1023,151,0,4,86,0,1,279
29,11,2019,13,9,1023,160,0,12,77,0,1,352
30,12,2509,13,8,1022,194,9,12,73,0,1,413
31,13,1492,13,8,1022,182,6,12,75,0,1,146
32,14,1322,13,9,1022,171,8,14,74,0,1,197
33,15,401,13,9,1022,179,3,9,77,0,1,67
34,16,404,12,10,1022,175,14,14,81,0,1,65
35,21,0,11,9,1020,130,4,16,83,0,1,0
36,22,0,12,9,1020,136,4,19,81,0,1,0
37,23,0,12,9,1019,163,11,22,83,0,1,0
38,0,0,12,10,1019,167,4,16,84,0,0,0
39,1,0,12,10,1017,163,12,25,81,0,0,0
40,2,0,12,10,1017,161,12,27,83,0,0,0
41,3,0,12,10,1016,147,0,24,84,0,0,0
42,4,0,13,10,1015,157,11,27,85,0,0,0
43,5,0,13,11,1015,193,14,29,84,0,0,0
44,6,0,12,11,1014,134,11,24,92,0,0,0
45,9,149,13,12,1013,138,12,29,96,6,8,21
46,10,149,13,13,1013,169,11,27,96,3,10,21
47,11,119,14,13,1013,207,14,24,97,6,15,16
48,12,164,14,14,1012,228,9,29,97,5,23,26
49,13,91,14,14,1011,189,19,38,97,3,30,12
50,14,76,14,14,1010,225,24,37,98,8,36,11
51,15,57,15,15,1010,209,8,29,98,1,38,7
52,21,0,13,13,1011,225,0,4,98,2,60,0
53,22,0,14,13,1011,224,0,4,98,0,62,0
54,23,0,13,13,1011,309,0,0,98,11,64,0
55,0,0,12,11,1011,288,0,0,98,0,0,0
56,1,0,12,11,1011,244,0,6,98,2,1,0
57,2,0,12,11,1010,250,0,0,98,0,2,0
58,3,0,12,11,1009,200,0,0,98,3,4,0
59,4,0,12,11,1007,186,0,8,97,4,8,0
60,5,0,12,11,1005,161,0,8,98,5,13,0
61,6,0,14,14,1004,209,0,0,98,5,20,0
62,9,48,15,15,1003,221,0,1,98,1,31,5
63,10,115,12,12,1004,315,0,3,98,5,38,18
64,11,127,12,12,1003,272,0,3,98,4,42,18
65,12,451,11,11,1003,329,0,0,98,3,50,63
66,13,185,11,11,1004,300,0,3,98,6,54,26
67,14,263,11,10,1003,329,0,1,97,2,57,40
68,15,197,11,11,1005,329,0,0,98,0,58,28
69,16,178,11,11,1005,329,0,0,98,0,58,26
70,21,0,10,9,1009,325,0,0,93,0,61,0
71,22,0,10,8,1010,311,0,1,86,0,61,0
72,23,0,10,6,1010,298,0,0,73,0,61,0
73,1,0,10,7,1010,289,0,16,82,4,1,0
74,2,0,10,6,1010,257,6,22,76,0,2,0
75,3,0,8,7,1010,325,19,38,89,5,11,0
76,4,0,9,7,1010,313,0,0,86,0,11,0
77,5,0,9,6,1010,317,0,16,82,0,11,0
78,6,0,9,6,1010,303,11,27,80,0,11,0
79,8,246,7,5,1011,333,0,0,86,0,16,40
80,9,96,8,6,1011,325,0,0,89,0,17,12
81,10,136,9,6,1012,240,0,11,85,0,18,21
82,11,609,8,6,1012,355,0,4,90,0,21,72
83,12,893,7,6,1012,65,0,3,91,1,23,69
84,14,899,9,6,1012,296,0,6,84,0,24,120
85,15,606,9,6,1013,319,0,0,87,0,25,67
86,16,163,9,6,1013,315,0,1,85,0,26,25
87,21,0,8,7,1016,269,0,0,90,0,28,0
88,22,0,7,6,1016,269,0,0,92,0,28,0
89,23,0,8,7,1017,329,0,12,92,2,30,0
90,0,0,7,6,1016,329,0,0,93,0,0,0
91,1,0,7,6,1016,113,0,4,94,0,1,0
92,2,0,7,6,1017,113,0,4,95,0,1,0
93,3,0,7,6,1017,113,1,4,95,0,1,0
94,4,0,7,6,1017,113,0,0,96,0,1,0
95,5,0,7,7,1016,113,1,4,96,0,1,0
96,6,0,8,7,1016,114,4,6,96,0,1,0
97,8,82,9,8,1017,163,3,12,93,0,1,12
98,9,354,10,9,1017,168,1,11,91,0,1,53
99,10,217,10,9,1017,169,0,11,92,4,2,25
100,11,349,10,10,1017,165,0,12,94,2,5,51
101,12,232,11,10,1015,156,3,16,95,2,7,40
102,13,251,11,11,1014,151,25,25,96,3,10,42
103,14,210,12,12,1014,200,4,43,96,4,12,33
104,15,80,13,12,1013,209,6,29,97,1,14,11
105,16,70,13,13,1014,180,16,30,97,0,14,9
106,21,0,14,14,1014,205,6,35,97,0,21,0
107,22,0,14,14,1014,193,16,30,96,0,21,0
108,23,0,14,13,1014,212,16,29,96,0,21,0
109,0,0,13,12,1005,244,11,30,94,4,2,0
110,1,0,14,13,1005,219,22,29,94,0,7,0
111,2,0,14,13,1005,159,14,40,91,0,7,0
112,3,0,13,12,1004,266,14,45,93,5,17,0
113,4,0,14,13,1003,202,8,40,93,1,18,0
114,5,0,11,10,1003,275,25,53,93,13,29,0
115,6,0,12,11,1004,215,8,29,96,2,42,0
116,9,111,13,12,1004,206,9,27,96,3,46,11
117,10,144,11,11,1005,215,4,14,96,0,54,25
118,11,330,13,12,1004,208,0,14,96,0,54,51
119,12,228,13,12,1003,169,11,20,95,1,55,44
120,13,233,13,12,1002,190,4,35,95,0,58,30
121,14,247,14,13,1001,157,17,33,96,1,60,37
122,15,163,14,13,1000,203,19,45,94,0,61,23
123,16,55,14,13,1000,223,11,53,94,2,62,7
124,21,0,11,11,1002,207,0,19,96,0,77,0
125,22,0,12,11,1003,261,0,25,90,0,77,0
126,23,0,13,11,1004,244,14,29,86,0,77,0
127,0,0,13,10,1005,195,0,29,79,0,0,0
128,1,0,13,8,1005,250,12,37,76,0,0,0
129,2,0,12,9,1006,319,12,22,81,0,0,0
130,3,0,12,8,1007,294,8,32,76,0,0,0
131,4,0,12,8,1008,250,14,27,78,0,0,0
132,5,0,11,8,1009,243,22,24,82,1,1,0
133,6,0,11,8,1010,281,0,22,80,0,3,0
134,8,144,9,7,1012,279,0,4,84,0,5,21
135,9,280,12,7,1013,334,4,25,74,0,5,141
136,10,561,11,6,1014,232,1,40,71,0,5,51
137,11,2320,13,7,1014,248,17,29,68,0,5,387
138,12,2903,12,8,1014,262,6,25,73,0,5,301
139,13,1517,12,7,1014,218,17,30,71,0,5,313
140,15,1002,13,7,1015,281,11,29,68,0,5,158
141,16,395,12,7,1016,263,11,25,72,0,5,76
142,17,35,12,8,1016,282,0,22,76,0,5,5
143,21,0,11,7,1019,299,0,12,81,0,6,0
144,22,0,11,7,1019,284,6,6,79,0,6,0
145,23,0,10,6,1020,265,0,0,76,0,6,0
146,0,0,11,7,1020,265,0,0,79,0,0,0
147,1,0,10,6,1020,265,0,0,79,0,0,0
148,2,0,9,7,1020,229,0,0,86,0,2,0
149,3,0,9,7,1021,9,0,1,90,1,3,0
150,4,0,8,7,1021,9,0,0,92,1,4,0
151,6,0,8,7,1022,16,0,0,94,0,5,0
152,9,248,9,8,1023,72,0,0,94,0,6,37
153,10,1234,9,8,1024,114,0,9,93,0,6,156
154,11,868,10,9,1025,355,0,4,91,1,7,116
155,12,1579,11,9,1024,355,0,0,88,0,8,359
156,13,1884,12,8,1024,314,8,12,79,0,8,406
157,14,1165,12,7,1023,310,12,12,72,0,8,352
158,15,538,12,7,1024,319,0,6,72,0,8,76
159,16,209,12,7,1024,314,3,6,73,0,8,40
160,21,0,9,7,1026,313,0,0,88,0,8,0
161,22,0,9,7,1025,313,0,0,90,0,8,0
162,23,0,8,7,1025,5,0,3,90,0,8,0
163,0,0,8,7,1024,34,0,6,91,0,0,0
164,1,0,9,7,1024,36,0,4,91,0,0,0
165,3,0,8,7,1024,126,3,11,90,0,0,0
166,6,0,9,7,1023,126,8,11,89,0,0,0
167,8,158,10,7,1023,131,3,11,85,0,0,25
168,9,314,11,7,1023,129,4,11,80,0,0,47
169,10,754,12,8,1023,136,8,14,77,0,0,114
170,11,1368,13,8,1023,153,6,20,70,0,0,193
171,12,925,13,8,1022,165,8,29,69,0,0,144
172,13,1219,14,8,1021,153,4,35,70,0,0,176
173,14,671,14,8,1021,178,22,25,69,0,0,104
174,15,657,14,8,1021,162,12,22,70,0,0,98
175,16,241,14,8,1020,171,11,25,68,0,0,51
176,21,0,13,9,1019,152,6,24,75,0,0,0
177,22,0,14,9,1018,186,9,29,75,0,0,0
178,23,0,13,9,1018,168,19,29,77,0,0,0
179,0,0,13,9,1017,169,11,30,80,0,0,0
180,1,0,12,10,1017,150,25,33,86,0,0,0
181,2,0,11,10,1016,168,9,29,92,0,0,0
182,4,0,12,11,1015,156,8,24,96,11,13,0
183,5,0,13,12,1015,199,9,33,96,16,27,0
184,6,0,13,13,1015,271,0,11,97,0,31,0
185,10,710,12,12,1017,311,9,17,96,0,32,111
186,12,2854,13,12,1017,286,0,0,91,0,32,396
187,13,347,14,12,1017,140,0,9,86,0,32,58
188,14,336,13,11,1017,132,0,0,87,0,32,54
189,15,472,13,11,1017,336,4,16,83,0,32,72
190,16,177,14,11,1018,331,8,12,82,0,32,28
191,17,40,12,9,1018,323,6,20,80,0,32,5
192,21,0,9,6,1021,333,14,20,79,0,32,0
193,22,0,9,6,1020,332,4,12,80,0,32,0
194,23,0,9,6,1021,327,9,16,81,0,32,0
195,0,0,8,5,1021,323,0,12,81,0,0,0
196,1,0,8,5,1022,325,6,20,81,0,0,0
197,2,0,7,5,1022,342,3,16,81,0,0,0
198,3,0,7,4,1022,329,4,9,84,0,0,0
199,4,0,6,4,1022,344,0,14,83,0,0,0
200,6,0,6,3,1025,339,6,16,82,0,0,0
201,21,0,8,4,1030,28,0,0,76,0,0,0
202,22,0,7,4,1030,28,0,0,78,0,0,0
203,23,0,7,3,1031,29,0,0,78,0,0,0
204,0,0,6,3,1031,29,0,0,84,0,0,0
205,2,0,6,3,1031,29,0,1,84,0,0,0
206,3,0,7,2,1031,96,0,12,73,0,0,0
207,4,0,7,1,1031,75,4,24,66,0,0,0
208,5,0,7,1,1031,115,4,11,68,0,0,0
209,6,0,7,1,1031,99,4,14,69,0,0,0
210,8,92,7,1,1030,117,3,17,67,0,0,18
211,9,200,8,1,1031,92,14,22,60,0,0,185
212,10,903,9,1,1031,83,1,19,58,0,0,318
213,11,2253,11,1,1031,94,3,16,53,0,0,404
214,12,2754,12,1,1031,124,16,30,49,0,0,443
215,14,1205,13,1,1029,92,0,19,47,0,0,360
216,16,260,13,3,1029,107,0,1,51,0,0,76
217,21,0,8,2,1029,126,0,0,67,0,0,0
218,22,0,8,2,1029,134,0,4,67,0,0,0
219,23,0,8,2,1029,126,0,0,70,0,0,0
220,0,0,8,2,1029,117,1,1,69,0,0,0
221,1,0,8,2,1028,125,0,3,67,0,0,0
222,2,0,7,2,1027,115,0,1,71,0,0,0
223,3,0,8,1,1027,115,0,4,64,0,0,0
224,4,0,8,1,1026,123,0,3,62,0,0,0
225,5,0,7,1,1026,107,0,0,65,0,0,0
226,6,0,8,1,1026,111,1,4,63,0,0,0
227,8,64,8,2,1026,129,0,1,66,0,0,7
228,9,458,8,2,1026,119,0,3,67,0,0,62
229,10,878,8,2,1026,120,0,3,67,0,0,135
230,11,708,9,3,1026,119,3,3,68,0,0,105
231,12,1140,9,4,1026,121,0,4,72,0,0,174
232,14,347,8,5,1024,178,6,11,80,0,1,53
233,15,241,7,5,1023,109,3,16,84,1,2,32
234,16,115,7,5,1022,115,3,12,86,0,2,12
235,21,0,9,6,1021,174,8,16,79,0,3,0
236,22,0,10,7,1021,161,3,30,81,0,3,0
237,23,0,10,7,1021,171,0,12,86,4,5,0
238,0,0,10,8,1021,188,1,14,88,1,0,0
239,1,0,10,8,1020,156,8,22,89,0,0,0
240,2,0,10,8,1020,182,9,12,90,0,1,0
241,3,0,10,9,1020,161,6,14,93,0,1,0
242,4,0,11,10,1020,204,0,8,93,0,1,0
243,5,0,11,10,1020,258,0,9,90,0,1,0
244,6,0,11,9,1020,260,0,6,86,0,1,0
245,8,186,11,10,1020,261,1,9,90,0,1,26
246,9,600,12,10,1020,314,12,19,85,0,1,79
247,10,1206,11,8,1021,314,0,4,86,0,1,165
248,11,1080,12,10,1020,317,6,8,83,0,1,151
249,12,2888,13,7,1020,305,12,19,68,0,1,339
250,13,2375,13,8,1020,317,3,19,72,0,1,438
251,14,495,12,8,1019,312,0,3,77,0,1,91
252,15,568,11,8,1019,310,0,1,84,0,1,72
253,16,494,12,8,1019,290,0,9,78,0,1,86
254,17,41,11,8,1019,300,0,1,79,0,1,19
255,21,0,9,7,1020,300,0,0,86,0,1,0
256,22,0,9,7,1020,300,0,0,90,0,1,0
257,23,0,9,8,1020,300,0,0,96,0,1,0
258,0,0,8,7,1020,300,0,0,93,0,0,0
259,1,0,8,7,1019,294,0,0,93,0,0,0
260,2,0,8,7,1019,268,0,0,93,0,0,0
261,4,0,7,6,1018,267,0,0,93,0,0,0
262,5,0,7,6,1018,267,0,0,93,0,0,0
263,6,0,7,6,1018,142,0,1,94,0,0,0
264,8,108,7,6,1018,134,0,3,93,0,0,14
265,9,627,7,6,1018,121,0,4,91,0,0,93
266,10,832,8,7,1018,131,1,6,89,0,0,125
267,12,2264,11,8,1017,115,1,16,83,0,0,295
268,13,2651,12,8,1016,118,3,14,80,0,0,325
269,14,967,13,8,1015,131,4,12,77,0,0,141
270,15,778,13,9,1015,111,1,14,78,0,0,118
271,16,449,13,9,1014,143,4,14,78,0,0,69
272,21,0,12,8,1013,115,0,6,78,0,0,0
273,22,0,12,8,1013,123,11,12,79,0,0,0
274,23,0,11,8,1013,124,4,4,87,0,0,0
275,0,0,10,9,1012,127,1,11,90,1,1,0
276,1,0,10,9,1011,98,3,17,92,0,1,0
277,2,0,10,8,1011,86,4,17,90,0,1,0
278,3,0,11,8,1011,101,3,19,87,0,1,0
279,4,0,11,9,1011,109,4,19,89,1,1,0
280,5,0,11,10,1011,143,6,25,91,0,2,0
281,6,0,11,10,1012,122,14,20,92,1,3,0
282,8,153,11,11,1014,159,6,12,94,0,3,30
283,9,208,12,11,1015,154,0,8,94,0,3,33
284,10,516,12,11,1015,172,4,6,95,0,6,53
285,11,883,13,12,1015,167,0,1,95,0,6,137
286,12,2642,13,12,1015,216,12,16,92,0,6,258
287,13,1851,13,12,1015,216,8,16,89,0,6,241
288,14,801,14,11,1015,198,9,16,85,0,6,128
289,15,676,14,12,1016,173,9,12,87,0,6,135
290,16,477,14,11,1016,194,12,20,83,0,6,77
291,21,0,12,11,1017,124,4,12,88,0,6,0
292,22,0,12,11,1017,126,8,16,89,0,6,0
293,23,0,12,11,1017,117,6,14,92,0,7,0
294,0,0,11,11,1017,125,11,16,94,2,0,0
295,1,0,11,11,1016,112,3,14,96,1,2,0
296,2,0,11,11,1016,124,14,19,96,0,2,0
297,3,0,12,11,1016,117,9,12,96,0,2,0
298,4,0,12,12,1016,102,11,16,96,0,2,0
299,5,0,13,12,1017,165,6,14,96,0,3,0
300,6,0,13,12,1017,153,12,19,96,0,3,0
301,9,174,13,13,1019,146,3,6,95,0,3,26
302,10,706,14,13,1020,138,6,14,95,0,3,93
303,11,371,14,13,1020,120,0,9,95,0,3,58
304,12,682,14,13,1019,136,8,12,96,0,3,104
305,13,397,14,13,1019,138,0,1,96,0,3,63
306,14,281,14,13,1019,167,4,9,96,0,3,40
307,15,494,14,13,1019,118,6,20,96,0,3,91
308,16,196,14,14,1020,150,6,14,96,0,3,37
309,21,0,14,13,1022,135,4,11,95,0,3,0
310,23,0,14,13,1023,117,3,14,95,0,4,0
311,0,0,14,13,1023,170,3,14,94,0,0,0
312,1,0,14,13,1023,157,8,12,96,0,0,0
313,2,0,14,13,1023,159,3,16,96,0,1,0
314,4,0,14,13,1024,175,6,17,97,0,1,0
315,5,0,14,13,1024,142,8,16,98,0,1,0
316,6,0,14,13,1024,134,0,11,97,0,1,0
317,8,77,14,14,1026,150,6,17,98,0,1,11
318,9,269,14,14,1026,147,0,4,98,0,1,39
319,10,340,15,15,1027,142,0,8,97,0,1,49
320,11,301,15,15,1028,213,0,9,96,0,1,44
321,12,396,15,15,1028,181,4,8,97,0,1,62
322,13,455,15,14,1027,184,8,12,97,0,1,70
323,14,299,15,15,1027,169,0,9,97,0,1,40
324,15,440,15,15,1028,167,0,9,98,0,2,69
325,16,179,15,15,1028,186,0,6,97,0,2,28
326,21,0,15,15,1030,126,0,9,97,0,2,0
327,22,0,15,15,1030,116,0,12,97,0,2,0
328,23,0,15,15,1030,126,8,11,97,0,2,0
329,0,0,15,15,1030,135,4,12,97,0,0,0
330,1,0,15,14,1030,134,0,0,96,0,0,0
331,2,0,15,14,1030,133,0,0,96,0,0,0
332,3,0,14,14,1029,133,0,0,96,0,0,0
333,4,0,14,13,1029,133,0,0,96,0,0,0
334,5,0,14,13,1029,133,0,6,96,0,0,0
335,6,0,14,13,1029,126,0,8,97,0,0,0
336,8,205,14,13,1030,121,3,11,96,0,0,16
337,11,1493,16,15,1031,107,0,11,92,0,0,221
338,12,1934,17,15,1030,101,0,1,86,0,0,276
339,21,0,17,15,1029,90,0,0,86,0,0,0
340,22,0,17,15,1029,90,0,0,86,0,0,0
341,23,0,17,15,1029,90,0,0,86,0,0,0
342,0,0,17,15,1029,90,0,0,86,0,0,0
343,1,0,17,15,1028,90,0,0,86,0,0,0
344,2,0,17,15,1027,90,0,0,86,0,0,0
345,3,0,17,15,1027,90,0,0,86,0,0,0
346,4,0,17,15,1026,90,0,0,86,0,0,0
347,5,0,17,15,1026,90,0,0,86,0,0,0
348,6,0,17,15,1025,90,0,0,86,0,0,0
349,21,0,18,11,1023,142,9,29,61,0,0,0
350,22,0,18,11,1023,139,0,24,62,0,0,0
351,23,0,18,11,1024,126,0,25,64,0,0,0
352,0,0,17,11,1024,146,17,24,68,0,0,0
353,1,0,17,12,1024,128,30,30,71,0,0,0
354,2,0,17,12,1023,115,12,30,74,0,0,0
355,3,0,16,12,1023,156,12,24,76,0,0,0
356,4,0,16,12,1023,123,0,20,78,0,0,0
357,5,0,16,13,1023,142,0,25,81,0,0,0
358,6,0,14,13,1023,178,14,24,89,1,2,0
359,10,192,13,11,1027,163,0,17,92,0,5,28
360,11,1179,13,12,1027,223,0,12,94,2,13,167
361,12,1284,13,12,1027,250,11,16,92,0,13,193
362,13,1103,13,12,1027,325,4,14,90,0,13,167
363,14,1025,13,11,1028,281,0,16,88,0,13,148
364,15,867,13,11,1028,333,9,19,86,0,13,137
365,16,340,13,11,1028,296,8,12,82,0,13,47
366,21,0,11,10,1031,313,0,0,91,0,13,0
367,22,0,10,9,1032,313,0,0,92,0,13,0
368,23,0,10,8,1032,313,0,0,93,0,13,0
369,0,0,9,8,1032,313,0,0,94,0,0,0
370,1,0,9,8,1031,313,0,0,94,0,0,0
371,2,0,8,7,1031,313,0,0,95,0,0,0
372,3,0,7,6,1031,85,0,6,96,0,0,0
373,4,0,6,6,1031,109,0,6,96,0,0,0
374,5,0,6,6,1031,102,6,0,97,0,0,0
375,6,0,7,6,1031,109,0,6,97,0,0,0
376,8,192,7,6,1032,78,0,11,97,0,0,28
377,9,628,7,7,1032,92,1,6,98,0,0,102
378,10,1330,8,7,1033,125,0,14,98,0,0,167
379,11,2643,9,9,1033,34,0,11,98,0,0,432
380,12,3304,11,11,1032,107,4,11,98,0,0,517
381,13,2713,13,10,1031,102,0,0,79,0,0,288
382,14,1685,14,8,1031,102,0,4,68,0,0,221
383,15,1049,14,9,1030,113,0,6,70,0,0,174
384,16,433,12,9,1031,256,4,19,80,0,0,76
385,17,69,12,10,1031,263,0,3,83,0,0,14
386,21,0,11,10,1031,147,0,0,89,0,0,0
387,22,0,11,9,1031,147,0,0,90,0,0,0
388,23,0,10,9,1030,125,8,12,90,0,0,0
389,0,0,10,8,1030,125,3,3,91,0,0,0
390,1,0,10,8,1029,127,8,8,91,0,0,0
391,2,0,10,8,1029,125,4,6,90,0,0,0
392,4,0,10,8,1029,126,0,6,90,0,0,0
393,5,0,9,8,1029,128,4,8,91,0,0,0
394,8,315,9,7,1029,126,4,11,92,0,0,54
395,9,723,9,8,1029,130,12,14,90,0,0,128
396,10,996,11,9,1029,119,6,12,85,0,0,334
397,11,2522,13,10,1029,117,4,14,81,0,0,422
398,12,2689,14,10,1028,167,6,19,79,0,0,429
399,13,2967,14,10,1027,174,8,22,79,0,0,279
400,14,1280,14,10,1027,211,11,19,76,0,0,199
401,15,1117,14,11,1026,148,9,17,80,0,0,176
402,16,457,14,10,1026,173,9,24,79,0,0,72
403,17,45,13,11,1026,157,4,16,82,0,0,7
404,21,0,13,10,1026,150,17,20,81,0,0,0
405,22,0,13,10,1026,169,14,22,81,0,0,0
406,23,0,13,10,1025,134,17,20,80,0,0,0
407,0,0,13,10,1025,175,4,25,81,0,0,0
408,1,0,13,10,1024,170,11,25,82,0,0,0
409,2,0,12,10,1024,155,12,27,84,0,0,0
410,3,0,12,10,1024,163,12,27,90,5,4,0
411,4,0,11,10,1025,16,4,20,92,3,9,0
412,5,0,10,9,1026,329,0,20,94,5,26,0
413,6,0,9,8,1025,90,6,19,94,3,29,0
414,8,202,10,8,1028,127,0,11,94,0,29,26
415,9,602,10,9,1029,119,0,9,92,0,29,105
416,10,738,11,10,1030,119,0,6,89,0,29,76
417,11,2169,12,10,1030,262,6,9,89,0,29,346
418,12,1654,12,10,1030,308,4,16,85,0,29,262
419,13,884,13,10,1030,315,8,19,81,0,29,141
420,14,2743,13,9,1029,327,9,16,76,0,29,504
421,15,896,13,9,1030,334,9,17,78,0,29,190
422,16,347,12,9,1030,343,4,35,79,0,29,134
423,17,96,12,8,1031,336,1,30,80,0,29,14
424,21,0,9,7,1033,338,6,6,86,0,29,0
425,22,0,9,7,1033,329,0,0,86,0,0,0
426,23,0,9,6,1034,332,1,8,86,0,29,0
427,0,0,8,6,1033,330,0,0,87,0,0,0
428,1,0,8,6,1033,330,0,0,87,0,0,0
429,2,0,8,6,1033,330,0,0,87,0,0,0
430,3,0,8,6,1033,330,0,0,87,0,0,0
431,4,0,8,6,1033,330,0,0,87,0,0,0
432,5,0,8,6,1033,330,0,0,87,0,0,0
433,6,0,8,6,1033,330,0,0,87,0,0,0
434,8,144,5,5,1034,315,0,12,92,0,0,56
435,9,248,7,6,1034,315,0,4,89,0,0,185
436,10,650,9,6,1035,344,8,12,85,0,0,341
437,11,2541,11,7,1035,342,0,8,77,0,0,431
438,12,3172,12,7,1034,349,8,8,73,0,0,475
439,13,3038,14,8,1033,348,8,9,68,0,0,457
440,14,2243,14,8,1032,319,8,16,69,0,0,392
441,15,868,13,8,1032,317,8,19,70,0,0,283
442,16,388,13,7,1032,312,8,12,68,0,0,132
443,17,103,12,8,1032,309,6,6,77,0,0,16
444,21,0,10,7,1034,326,0,0,85,0,0,0
445,22,0,9,7,1034,326,0,0,86,0,0,0
446,23,0,9,7,1034,326,0,0,89,0,0,0
447,0,0,8,7,1034,326,0,0,89,0,0,0
448,1,0,8,6,1034,326,0,0,90,0,0,0
449,2,0,7,6,1034,326,0,3,91,0,0,0
450,3,0,7,6,1034,326,0,0,92,0,0,0
451,4,0,6,5,1034,326,1,4,93,0,0,0
452,5,0,5,4,1034,338,0,0,95,0,0,0
453,6,0,5,4,1035,15,0,3,95,0,0,0
454,9,234,6,6,1036,118,4,9,96,0,0,32
455,10,745,7,6,1037,114,0,9,94,0,0,107
456,11,1057,8,7,1037,121,1,1,91,0,0,135
457,12,1086,10,8,1037,121,0,4,86,0,0,176
458,13,806,10,8,1036,122,1,4,85,0,0,107
459,14,1053,11,10,1035,155,0,8,88,0,0,197
460,16,447,11,10,1036,181,0,0,91,0,0,49
461,17,92,11,10,1035,184,0,0,92,0,0,23
462,21,0,11,10,1036,183,3,0,92,0,0,0
463,23,0,11,10,1036,183,4,6,94,0,0,0
464,0,0,11,10,1036,183,8,8,94,0,0,0
465,1,0,11,10,1036,183,0,3,94,0,0,0
466,2,0,11,10,1036,183,0,0,95,0,0,0
467,3,0,11,10,1036,183,0,0,95,0,0,0
468,4,0,11,10,1035,183,0,8,96,0,0,0
469,5,0,11,11,1036,183,0,1,96,0,1,0
470,6,0,11,11,1036,183,0,1,96,0,1,0
471,21,0,12,12,1036,248,3,0,96,0,2,0
472,22,0,12,12,1036,248,0,3,96,0,2,0
473,23,0,12,12,1036,248,0,3,96,0,2,0
474,0,0,12,11,1035,248,0,0,96,0,0,0
475,1,0,12,11,1035,248,0,0,96,0,0,0
476,2,0,12,11,1035,248,0,0,96,0,0,0
477,3,0,12,11,1034,248,0,0,96,0,0,0
478,4,0,11,11,1033,248,0,0,96,0,0,0
479,5,0,11,11,1033,248,1,4,95,0,0,0
480,6,0,11,10,1033,248,0,6,95,0,0,0
481,8,390,11,10,1034,248,1,8,88,0,0,44
482,9,978,12,10,1034,248,4,6,88,0,0,125
483,10,1675,12,10,1034,249,3,12,83,0,0,236
484,11,1868,13,10,1034,331,0,8,83,0,0,274
485,12,1252,13,10,1033,332,6,12,83,0,0,223
486,13,1659,14,10,1032,330,3,12,80,0,0,265
487,14,1817,14,11,1031,342,8,14,80,0,0,272
488,15,1125,14,11,1030,333,0,9,79,0,0,167
489,16,628,14,11,1031,333,8,14,80,0,0,100
490,17,176,13,11,1031,320,6,12,86,0,0,33
491,21,0,12,10,1031,319,0,0,91,0,0,0
492,22,0,11,10,1031,319,0,1,92,0,0,0
493,23,0,11,10,1031,319,0,4,93,0,0,0
494,0,0,11,10,1030,319,0,0,93,0,0,0
495,1,0,10,10,1030,319,0,0,94,0,0,0
496,2,0,10,9,1030,319,0,0,94,0,0,0
497,3,0,9,9,1030,319,0,0,95,0,0,0
498,4,0,9,8,1029,319,0,0,95,0,0,0
499,5,0,9,8,1030,319,0,0,95,0,0,0
500,6,0,9,8,1029,319,0,0,95,0,0,0
501,8,233,8,7,1030,319,0,0,96,0,0,32
502,9,848,8,8,1031,319,0,0,97,0,0,125
503,10,1758,10,9,1031,319,3,9,95,0,0,301
504,11,2769,11,10,1031,317,12,22,89,0,0,408
505,12,2562,12,9,1030,332,8,19,83,0,0,422
506,13,2484,13,10,1029,5,0,14,80,0,0,469
507,14,2216,13,10,1029,323,0,14,78,0,0,367
508,15,1164,14,10,1028,342,6,14,73,0,0,295
509,16,748,14,11,1028,335,4,20,79,0,0,146
510,17,174,13,10,1029,299,17,17,83,0,0,32
511,22,0,11,9,1031,333,0,6,88,0,0,0
